
Fecha y Hora: 2024-11-06 17:27:00 | ID Profesor: 12
Fecha y Hora: 2024-11-25 22:28:11 | ID Profesor: 15
Fecha y Hora: 2024-11-25 22:48:53 | ID Profesor: 12
Fecha y Hora: 2024-11-26 00:01:19 | ID Profesor: 46
Fecha y Hora: 2024-11-26 10:19:14 | ID Profesor: 45
Fecha y Hora: 2024-11-26 13:23:08 | ID Profesor: 45
Fecha y Hora: 2024-11-26 15:16:32 | ID Profesor: 12
Fecha y Hora: 2024-11-26 16:48:45 | ID Profesor: 42
Fecha y Hora: 2024-11-26 17:02:24 | ID Profesor: 29
Fecha y Hora: 2024-11-26 18:00:59 | ID Profesor: 45
Fecha y Hora: 2024-11-26 19:17:23 | ID Profesor: 39
Fecha y Hora: 2024-11-26 19:26:35 | ID Profesor: 59
Fecha y Hora: 2024-11-26 19:29:20 | ID Profesor: 46
Fecha y Hora: 2024-11-26 19:32:46 | ID Profesor: 49
Fecha y Hora: 2024-11-26 20:07:31 | ID Profesor: 46
Fecha y Hora: 2024-11-26 20:18:23 | ID Profesor: 15
Fecha y Hora: 2024-11-26 20:21:19 | ID Profesor: 12
Fecha y Hora: 2024-11-26 20:24:26 | ID Profesor: 59
Fecha y Hora: 2024-11-26 20:30:41 | ID Profesor: 49
Fecha y Hora: 2024-11-26 21:04:47 | ID Profesor: 45
Fecha y Hora: 2024-11-26 21:05:14 | ID Profesor: 59
Fecha y Hora: 2024-11-26 21:15:28 | ID Profesor: 49
Fecha y Hora: 2024-11-27 10:16:37 | ID Profesor: 45
Fecha y Hora: 2024-11-27 12:43:36 | ID Profesor: 45
Fecha y Hora: 2024-11-27 13:23:55 | ID Profesor: 12
Fecha y Hora: 2024-11-27 15:39:51 | ID Profesor: 46
Fecha y Hora: 2024-11-27 16:32:33 | ID Profesor: 45
Fecha y Hora: 2024-11-27 17:10:48 | ID Profesor: 12
Fecha y Hora: 2024-11-27 17:50:03 | ID Profesor: 45
Fecha y Hora: 2024-11-27 18:36:53 | ID Profesor: 45
Fecha y Hora: 2024-11-27 19:24:57 | ID Profesor: 15
Fecha y Hora: 2024-11-27 19:25:06 | ID Profesor: 49
Fecha y Hora: 2024-11-27 19:29:34 | ID Profesor: 12
Fecha y Hora: 2024-11-27 19:41:24 | ID Profesor: 59
Fecha y Hora: 2024-11-27 19:45:22 | ID Profesor: 44
Fecha y Hora: 2024-11-27 19:46:53 | ID Profesor: 29
Fecha y Hora: 2024-11-27 20:36:54 | ID Profesor: 15
Fecha y Hora: 2024-11-27 20:40:38 | ID Profesor: 12
Fecha y Hora: 2024-11-27 21:08:36 | ID Profesor: 44
Fecha y Hora: 2024-11-27 21:22:42 | ID Profesor: 53
Fecha y Hora: 2024-11-27 21:24:17 | ID Profesor: 12
Fecha y Hora: 2024-11-27 21:36:54 | ID Profesor: 53
Fecha y Hora: 2024-11-27 21:38:45 | ID Profesor: 46
Fecha y Hora: 2024-11-27 21:44:49 | ID Profesor: 49
Fecha y Hora: 2024-11-27 21:50:40 | ID Profesor: 15
Fecha y Hora: 2024-11-27 22:15:11 | ID Profesor: 46
Fecha y Hora: 2024-11-27 22:15:29 | ID Profesor: 53
Fecha y Hora: 2024-11-27 22:22:16 | ID Profesor: 53
Fecha y Hora: 2024-11-27 22:22:53 | ID Profesor: 53
Fecha y Hora: 2024-11-28 00:29:13 | ID Profesor: 46
Fecha y Hora: 2024-11-28 10:43:38 | ID Profesor: 46
Fecha y Hora: 2024-11-28 10:51:10 | ID Profesor: 45
Fecha y Hora: 2024-11-28 10:53:29 | ID Profesor: 12
Fecha y Hora: 2024-11-28 11:28:53 | ID Profesor: 45
Fecha y Hora: 2024-11-28 16:19:40 | ID Profesor: 45
Fecha y Hora: 2024-11-28 16:58:10 | ID Profesor: 12
Fecha y Hora: 2024-11-28 17:30:09 | ID Profesor: 45
Fecha y Hora: 2024-11-28 19:03:31 | ID Profesor: 37
Fecha y Hora: 2024-11-28 19:18:06 | ID Profesor: 59
Fecha y Hora: 2024-11-28 19:22:59 | ID Profesor: 52
Fecha y Hora: 2024-11-28 19:27:00 | ID Profesor: 49
Fecha y Hora: 2024-11-28 19:43:26 | ID Profesor: 15
Fecha y Hora: 2024-11-28 19:54:44 | ID Profesor: 59
Fecha y Hora: 2024-11-28 20:06:20 | ID Profesor: 15
Fecha y Hora: 2024-11-28 20:20:07 | ID Profesor: 49
Fecha y Hora: 2024-11-28 20:27:53 | ID Profesor: 15
Fecha y Hora: 2024-11-28 21:08:33 | ID Profesor: 49
Fecha y Hora: 2024-11-28 21:12:55 | ID Profesor: 14
Fecha y Hora: 2024-11-28 21:15:38 | ID Profesor: 52
Fecha y Hora: 2024-11-28 21:18:55 | ID Profesor: 52
Fecha y Hora: 2024-11-28 21:35:33 | ID Profesor: 14
Fecha y Hora: 2024-11-29 10:48:10 | ID Profesor: 46
Fecha y Hora: 2024-11-29 11:09:40 | ID Profesor: 45
Fecha y Hora: 2024-11-29 16:32:28 | ID Profesor: 45
Fecha y Hora: 2024-11-29 19:24:50 | ID Profesor: 12
Fecha y Hora: 2024-11-29 19:32:31 | ID Profesor: 15
Fecha y Hora: 2024-11-29 19:38:13 | ID Profesor: 59
Fecha y Hora: 2024-11-29 19:53:00 | ID Profesor: 15
Fecha y Hora: 2024-11-29 19:54:26 | ID Profesor: 59
Fecha y Hora: 2024-11-29 20:11:38 | ID Profesor: 12
Fecha y Hora: 2024-11-29 20:17:57 | ID Profesor: 15
Fecha y Hora: 2024-12-01 16:22:46 | ID Profesor: 32
Fecha y Hora: 2024-12-01 19:13:38 | ID Profesor: 46
Fecha y Hora: 2024-12-02 10:27:08 | ID Profesor: 32
Fecha y Hora: 2024-12-02 11:01:57 | ID Profesor: 32
Fecha y Hora: 2024-12-02 13:08:33 | ID Profesor: 32
Fecha y Hora: 2024-12-02 14:10:57 | ID Profesor: 46
Fecha y Hora: 2024-12-02 14:43:36 | ID Profesor: 12
Fecha y Hora: 2024-12-02 16:30:54 | ID Profesor: 32
Fecha y Hora: 2024-12-02 20:50:03 | ID Profesor: 12
Fecha y Hora: 2024-12-02 21:00:49 | ID Profesor: 45
Fecha y Hora: 2024-12-02 21:16:33 | ID Profesor: 12
Fecha y Hora: 2024-12-02 21:25:15 | ID Profesor: 12
Fecha y Hora: 2024-12-03 12:24:46 | ID Profesor: 45
Fecha y Hora: 2024-12-03 12:24:46 | ID Profesor: 45
Fecha y Hora: 2024-12-03 14:27:35 | ID Profesor: 46
Fecha y Hora: 2024-12-03 16:13:19 | ID Profesor: 42
Fecha y Hora: 2024-12-03 16:45:47 | ID Profesor: 45
Fecha y Hora: 2024-12-03 17:25:50 | ID Profesor: 45
Fecha y Hora: 2024-12-03 18:44:49 | ID Profesor: 45
Fecha y Hora: 2024-12-03 19:26:43 | ID Profesor: 15
Fecha y Hora: 2024-12-03 19:27:24 | ID Profesor: 29
Fecha y Hora: 2024-12-03 19:29:03 | ID Profesor: 12
Fecha y Hora: 2024-12-03 19:48:04 | ID Profesor: 45
Fecha y Hora: 2024-12-03 19:48:10 | ID Profesor: 15
Fecha y Hora: 2024-12-03 19:57:42 | ID Profesor: 55
Fecha y Hora: 2024-12-03 20:06:28 | ID Profesor: 29
Fecha y Hora: 2024-12-03 20:06:47 | ID Profesor: 12
Fecha y Hora: 2024-12-03 20:11:58 | ID Profesor: 52
Fecha y Hora: 2024-12-03 20:43:45 | ID Profesor: 15
Fecha y Hora: 2024-12-03 21:14:12 | ID Profesor: 59
Fecha y Hora: 2024-12-03 21:27:50 | ID Profesor: 55
Fecha y Hora: 2024-12-03 22:05:33 | ID Profesor: 59
Fecha y Hora: 2024-12-03 22:09:08 | ID Profesor: 45
Fecha y Hora: 2024-12-03 22:27:39 | ID Profesor: 12
Fecha y Hora: 2024-12-03 22:33:35 | ID Profesor: 15
Fecha y Hora: 2024-12-03 22:43:35 | ID Profesor: 12
Fecha y Hora: 2024-12-04 07:11:53 | ID Profesor: 46
Fecha y Hora: 2024-12-04 10:14:19 | ID Profesor: 46
Fecha y Hora: 2024-12-04 10:53:36 | ID Profesor: 45
Fecha y Hora: 2024-12-04 11:20:58 | ID Profesor: 45
Fecha y Hora: 2024-12-04 12:35:17 | ID Profesor: 46
Fecha y Hora: 2024-12-04 15:35:48 | ID Profesor: 55
Fecha y Hora: 2024-12-04 16:09:54 | ID Profesor: 55
Fecha y Hora: 2024-12-04 16:36:42 | ID Profesor: 45
Fecha y Hora: 2024-12-04 17:54:48 | ID Profesor: 45
Fecha y Hora: 2024-12-04 19:18:04 | ID Profesor: 55
Fecha y Hora: 2024-12-04 19:24:05 | ID Profesor: 12
Fecha y Hora: 2024-12-04 19:25:55 | ID Profesor: 45
Fecha y Hora: 2024-12-04 19:33:50 | ID Profesor: 15
Fecha y Hora: 2024-12-04 19:42:36 | ID Profesor: 12
Fecha y Hora: 2024-12-04 19:42:55 | ID Profesor: 59
Fecha y Hora: 2024-12-04 19:48:01 | ID Profesor: 39
Fecha y Hora: 2024-12-04 19:54:58 | ID Profesor: 39
Fecha y Hora: 2024-12-04 20:00:15 | ID Profesor: 49
Fecha y Hora: 2024-12-04 20:16:53 | ID Profesor: 44
Fecha y Hora: 2024-12-04 20:17:18 | ID Profesor: 52
Fecha y Hora: 2024-12-04 20:27:54 | ID Profesor: 45
Fecha y Hora: 2024-12-04 20:33:22 | ID Profesor: 14
Fecha y Hora: 2024-12-04 20:44:12 | ID Profesor: 12
Fecha y Hora: 2024-12-04 21:09:06 | ID Profesor: 12
Fecha y Hora: 2024-12-04 21:14:41 | ID Profesor: 52
Fecha y Hora: 2024-12-04 21:17:06 | ID Profesor: 45
Fecha y Hora: 2024-12-04 22:15:14 | ID Profesor: 15
Fecha y Hora: 2024-12-04 22:49:15 | ID Profesor: 53
Fecha y Hora: 2024-12-05 10:29:57 | ID Profesor: 45
Fecha y Hora: 2024-12-05 16:29:45 | ID Profesor: 45
Fecha y Hora: 2024-12-05 16:56:39 | ID Profesor: 45
Fecha y Hora: 2024-12-05 17:21:56 | ID Profesor: 45
Fecha y Hora: 2024-12-05 19:17:27 | ID Profesor: 49
Fecha y Hora: 2024-12-05 19:17:43 | ID Profesor: 46
Fecha y Hora: 2024-12-05 19:33:27 | ID Profesor: 53
Fecha y Hora: 2024-12-05 19:36:49 | ID Profesor: 39
Fecha y Hora: 2024-12-05 19:46:23 | ID Profesor: 12
Fecha y Hora: 2024-12-05 20:04:38 | ID Profesor: 49
Fecha y Hora: 2024-12-05 20:07:34 | ID Profesor: 15
Fecha y Hora: 2024-12-05 20:10:50 | ID Profesor: 12
Fecha y Hora: 2024-12-05 20:33:32 | ID Profesor: 45
Fecha y Hora: 2024-12-05 20:48:43 | ID Profesor: 25
Fecha y Hora: 2024-12-05 20:49:57 | ID Profesor: 63
Fecha y Hora: 2024-12-05 20:57:35 | ID Profesor: 59
Fecha y Hora: 2024-12-05 21:01:43 | ID Profesor: 15
Fecha y Hora: 2024-12-05 21:10:57 | ID Profesor: 12
Fecha y Hora: 2024-12-05 21:14:04 | ID Profesor: 49
Fecha y Hora: 2024-12-05 21:15:36 | ID Profesor: 12
Fecha y Hora: 2024-12-05 21:28:12 | ID Profesor: 12
Fecha y Hora: 2024-12-05 21:30:39 | ID Profesor: 59
Fecha y Hora: 2024-12-05 21:42:35 | ID Profesor: 12
Fecha y Hora: 2024-12-05 22:10:59 | ID Profesor: 15
Fecha y Hora: 2024-12-05 22:12:34 | ID Profesor: 59
Fecha y Hora: 2024-12-06 09:43:50 | ID Profesor: 45
Fecha y Hora: 2024-12-06 09:54:11 | ID Profesor: 46
Fecha y Hora: 2024-12-06 13:52:22 | ID Profesor: 45
Fecha y Hora: 2024-12-06 17:36:19 | ID Profesor: 45
Fecha y Hora: 2024-12-06 17:39:45 | ID Profesor: 45
Fecha y Hora: 2024-12-06 17:40:41 | ID Profesor: 45
Fecha y Hora: 2024-12-06 18:01:34 | ID Profesor: 45
Fecha y Hora: 2024-12-06 18:02:32 | ID Profesor: 45
Fecha y Hora: 2024-12-06 18:03:07 | ID Profesor: 12
Fecha y Hora: 2024-12-06 18:08:43 | ID Profesor: 46
Fecha y Hora: 2024-12-06 18:17:43 | ID Profesor: 45
Fecha y Hora: 2024-12-06 19:13:50 | ID Profesor: 49
Fecha y Hora: 2024-12-06 19:15:11 | ID Profesor: 55
Fecha y Hora: 2024-12-06 19:16:49 | ID Profesor: 12
Fecha y Hora: 2024-12-06 19:37:28 | ID Profesor: 12
Fecha y Hora: 2024-12-06 19:42:25 | ID Profesor: 45
Fecha y Hora: 2024-12-06 19:49:29 | ID Profesor: 16
Fecha y Hora: 2024-12-06 20:19:28 | ID Profesor: 14
Fecha y Hora: 2024-12-06 20:20:02 | ID Profesor: 53
Fecha y Hora: 2024-12-06 20:48:24 | ID Profesor: 49
Fecha y Hora: 2024-12-06 21:09:05 | ID Profesor: 14
Fecha y Hora: 2024-12-06 21:12:28 | ID Profesor: 12
Fecha y Hora: 2024-12-06 21:17:32 | ID Profesor: 45
Fecha y Hora: 2024-12-06 22:31:26 | ID Profesor: 49
Fecha y Hora: 2024-12-07 08:21:49 | ID Profesor: 16
Fecha y Hora: 2024-12-07 17:03:08 | ID Profesor: 46
Fecha y Hora: 2024-12-08 10:52:32 | ID Profesor: 32
Fecha y Hora: 2024-12-08 15:42:11 | ID Profesor: 32
Fecha y Hora: 2024-12-09 09:45:15 | ID Profesor: 45
Fecha y Hora: 2024-12-09 09:58:36 | ID Profesor: 12
Fecha y Hora: 2024-12-09 10:34:57 | ID Profesor: 14
Fecha y Hora: 2024-12-09 13:19:20 | ID Profesor: 26
Fecha y Hora: 2024-12-09 14:02:27 | ID Profesor: 46
Fecha y Hora: 2024-12-09 14:41:42 | ID Profesor: 12
Fecha y Hora: 2024-12-09 17:02:14 | ID Profesor: 12
Fecha y Hora: 2024-12-09 17:12:07 | ID Profesor: 26
Fecha y Hora: 2024-12-09 18:56:47 | ID Profesor: 45
Fecha y Hora: 2024-12-09 19:03:31 | ID Profesor: 49
Fecha y Hora: 2024-12-09 19:40:14 | ID Profesor: 12
Fecha y Hora: 2024-12-09 19:46:52 | ID Profesor: 48
Fecha y Hora: 2024-12-09 19:48:27 | ID Profesor: 14
Fecha y Hora: 2024-12-09 19:55:07 | ID Profesor: 59
Fecha y Hora: 2024-12-09 19:57:28 | ID Profesor: 35
Fecha y Hora: 2024-12-09 19:59:13 | ID Profesor: 49
Fecha y Hora: 2024-12-09 20:00:26 | ID Profesor: 12
Fecha y Hora: 2024-12-09 20:08:07 | ID Profesor: 12
Fecha y Hora: 2024-12-09 20:11:18 | ID Profesor: 14
Fecha y Hora: 2024-12-09 20:27:15 | ID Profesor: 48
Fecha y Hora: 2024-12-09 20:29:43 | ID Profesor: 26
Fecha y Hora: 2024-12-09 21:00:47 | ID Profesor: 15
Fecha y Hora: 2024-12-09 21:05:10 | ID Profesor: 48
Fecha y Hora: 2024-12-09 21:26:24 | ID Profesor: 15
Fecha y Hora: 2024-12-09 21:39:46 | ID Profesor: 59
Fecha y Hora: 2024-12-09 21:57:19 | ID Profesor: 12
Fecha y Hora: 2024-12-09 22:10:31 | ID Profesor: 49
Fecha y Hora: 2024-12-09 22:14:57 | ID Profesor: 26
Fecha y Hora: 2024-12-10 07:37:11 | ID Profesor: 46
Fecha y Hora: 2024-12-10 07:54:35 | ID Profesor: 26
Fecha y Hora: 2024-12-10 08:29:56 | ID Profesor: 26
Fecha y Hora: 2024-12-10 10:42:18 | ID Profesor: 45
Fecha y Hora: 2024-12-10 11:42:55 | ID Profesor: 26
Fecha y Hora: 2024-12-10 12:42:49 | ID Profesor: 26
Fecha y Hora: 2024-12-10 13:24:21 | ID Profesor: 26
Fecha y Hora: 2024-12-10 14:54:53 | ID Profesor: 26
Fecha y Hora: 2024-12-10 16:16:26 | ID Profesor: 26
Fecha y Hora: 2024-12-10 17:08:33 | ID Profesor: 45
Fecha y Hora: 2024-12-10 18:58:36 | ID Profesor: 45
Fecha y Hora: 2024-12-10 19:16:22 | ID Profesor: 15
Fecha y Hora: 2024-12-10 19:33:58 | ID Profesor: 49
Fecha y Hora: 2024-12-10 19:35:44 | ID Profesor: 48
Fecha y Hora: 2024-12-10 19:39:31 | ID Profesor: 15
Fecha y Hora: 2024-12-10 19:47:04 | ID Profesor: 12
Fecha y Hora: 2024-12-10 20:12:13 | ID Profesor: 15
Fecha y Hora: 2024-12-10 20:18:01 | ID Profesor: 48
Fecha y Hora: 2024-12-10 20:35:14 | ID Profesor: 46
Fecha y Hora: 2024-12-10 20:35:25 | ID Profesor: 59
Fecha y Hora: 2024-12-10 20:42:52 | ID Profesor: 15
Fecha y Hora: 2024-12-10 20:42:57 | ID Profesor: 12
Fecha y Hora: 2024-12-10 21:16:08 | ID Profesor: 51
Fecha y Hora: 2024-12-10 21:20:43 | ID Profesor: 12
Fecha y Hora: 2024-12-10 21:27:07 | ID Profesor: 46
Fecha y Hora: 2024-12-10 21:30:56 | ID Profesor: 12
Fecha y Hora: 2024-12-10 21:33:47 | ID Profesor: 63
Fecha y Hora: 2024-12-10 21:40:06 | ID Profesor: 45
Fecha y Hora: 2024-12-10 21:40:59 | ID Profesor: 53
Fecha y Hora: 2024-12-10 21:43:13 | ID Profesor: 15
Fecha y Hora: 2024-12-10 21:43:44 | ID Profesor: 59
Fecha y Hora: 2024-12-10 21:46:03 | ID Profesor: 53
Fecha y Hora: 2024-12-10 21:52:40 | ID Profesor: 49
Fecha y Hora: 2024-12-11 00:31:45 | ID Profesor: 46
Fecha y Hora: 2024-12-11 09:18:40 | ID Profesor: 64
Fecha y Hora: 2024-12-11 09:58:49 | ID Profesor: 49
Fecha y Hora: 2024-12-11 10:18:49 | ID Profesor: 64
Fecha y Hora: 2024-12-11 10:18:49 | ID Profesor: 64
Fecha y Hora: 2024-12-11 10:55:37 | ID Profesor: 64
Fecha y Hora: 2024-12-11 11:05:13 | ID Profesor: 46
Fecha y Hora: 2024-12-11 11:20:02 | ID Profesor: 26
Fecha y Hora: 2024-12-11 11:40:47 | ID Profesor: 45
Fecha y Hora: 2024-12-11 11:48:38 | ID Profesor: 26
Fecha y Hora: 2024-12-11 12:51:28 | ID Profesor: 26
Fecha y Hora: 2024-12-11 12:51:42 | ID Profesor: 26
Fecha y Hora: 2024-12-11 14:48:20 | ID Profesor: 32
Fecha y Hora: 2024-12-11 18:58:28 | ID Profesor: 45
Fecha y Hora: 2024-12-11 19:24:17 | ID Profesor: 49
Fecha y Hora: 2024-12-11 19:26:20 | ID Profesor: 49
Fecha y Hora: 2024-12-11 19:26:26 | ID Profesor: 51
Fecha y Hora: 2024-12-11 19:28:09 | ID Profesor: 49
Fecha y Hora: 2024-12-11 19:46:50 | ID Profesor: 55
Fecha y Hora: 2024-12-11 19:49:54 | ID Profesor: 52
Fecha y Hora: 2024-12-11 19:50:37 | ID Profesor: 52
Fecha y Hora: 2024-12-11 19:53:41 | ID Profesor: 59
Fecha y Hora: 2024-12-11 19:54:57 | ID Profesor: 44
Fecha y Hora: 2024-12-11 19:58:14 | ID Profesor: 51
Fecha y Hora: 2024-12-11 20:08:50 | ID Profesor: 46
Fecha y Hora: 2024-12-11 20:12:32 | ID Profesor: 15
Fecha y Hora: 2024-12-11 20:12:35 | ID Profesor: 59
Fecha y Hora: 2024-12-11 20:14:17 | ID Profesor: 12
Fecha y Hora: 2024-12-11 20:14:45 | ID Profesor: 12
Fecha y Hora: 2024-12-11 20:18:24 | ID Profesor: 26
Fecha y Hora: 2024-12-11 20:20:10 | ID Profesor: 44
Fecha y Hora: 2024-12-11 20:27:43 | ID Profesor: 35
Fecha y Hora: 2024-12-11 20:32:28 | ID Profesor: 35
Fecha y Hora: 2024-12-11 20:32:46 | ID Profesor: 55
Fecha y Hora: 2024-12-11 20:37:34 | ID Profesor: 51
Fecha y Hora: 2024-12-11 20:41:00 | ID Profesor: 51
Fecha y Hora: 2024-12-11 20:55:33 | ID Profesor: 12
Fecha y Hora: 2024-12-11 21:00:09 | ID Profesor: 59
Fecha y Hora: 2024-12-11 21:03:16 | ID Profesor: 44
Fecha y Hora: 2024-12-11 21:17:41 | ID Profesor: 44
Fecha y Hora: 2024-12-11 21:19:38 | ID Profesor: 51
Fecha y Hora: 2024-12-11 21:22:37 | ID Profesor: 46
Fecha y Hora: 2024-12-11 21:22:56 | ID Profesor: 49
Fecha y Hora: 2024-12-11 21:26:25 | ID Profesor: 12
Fecha y Hora: 2024-12-11 21:40:39 | ID Profesor: 52
Fecha y Hora: 2024-12-11 21:52:43 | ID Profesor: 35
Fecha y Hora: 2024-12-11 21:55:01 | ID Profesor: 53
Fecha y Hora: 2024-12-11 22:04:25 | ID Profesor: 44
Fecha y Hora: 2024-12-11 22:08:28 | ID Profesor: 51
Fecha y Hora: 2024-12-11 22:17:40 | ID Profesor: 44
Fecha y Hora: 2024-12-12 00:02:04 | ID Profesor: 52
Fecha y Hora: 2024-12-12 00:04:21 | ID Profesor: 52
Fecha y Hora: 2024-12-12 10:40:02 | ID Profesor: 46
Fecha y Hora: 2024-12-12 11:36:41 | ID Profesor: 45
Fecha y Hora: 2024-12-12 17:31:01 | ID Profesor: 45
Fecha y Hora: 2024-12-12 18:09:58 | ID Profesor: 45
Fecha y Hora: 2024-12-12 18:26:24 | ID Profesor: 32
Fecha y Hora: 2024-12-12 19:00:02 | ID Profesor: 45
Fecha y Hora: 2024-12-12 19:16:34 | ID Profesor: 51
Fecha y Hora: 2024-12-12 19:35:12 | ID Profesor: 51
Fecha y Hora: 2024-12-12 19:38:04 | ID Profesor: 15
Fecha y Hora: 2024-12-12 19:43:13 | ID Profesor: 63
Fecha y Hora: 2024-12-12 19:48:30 | ID Profesor: 63
Fecha y Hora: 2024-12-12 19:55:27 | ID Profesor: 63
Fecha y Hora: 2024-12-12 19:57:49 | ID Profesor: 59
Fecha y Hora: 2024-12-12 20:14:13 | ID Profesor: 15
Fecha y Hora: 2024-12-12 20:16:44 | ID Profesor: 12
Fecha y Hora: 2024-12-12 20:33:20 | ID Profesor: 51
Fecha y Hora: 2024-12-12 21:05:49 | ID Profesor: 15
Fecha y Hora: 2024-12-12 21:13:05 | ID Profesor: 51
Fecha y Hora: 2024-12-12 21:37:20 | ID Profesor: 51
Fecha y Hora: 2024-12-12 22:03:50 | ID Profesor: 35
Fecha y Hora: 2024-12-12 22:20:50 | ID Profesor: 15
Fecha y Hora: 2024-12-12 22:27:28 | ID Profesor: 51
Fecha y Hora: 2024-12-13 15:21:17 | ID Profesor: 49
Fecha y Hora: 2024-12-13 15:40:04 | ID Profesor: 49
Fecha y Hora: 2024-12-13 16:46:12 | ID Profesor: 45
Fecha y Hora: 2024-12-13 17:11:48 | ID Profesor: 45
Fecha y Hora: 2024-12-13 19:20:50 | ID Profesor: 45
Fecha y Hora: 2024-12-13 19:35:00 | ID Profesor: 14
Fecha y Hora: 2024-12-13 19:37:12 | ID Profesor: 14
Fecha y Hora: 2024-12-13 19:46:53 | ID Profesor: 49
Fecha y Hora: 2024-12-13 19:49:49 | ID Profesor: 52
Fecha y Hora: 2024-12-13 19:49:49 | ID Profesor: 52
Fecha y Hora: 2024-12-13 19:50:31 | ID Profesor: 45
Fecha y Hora: 2024-12-13 19:52:06 | ID Profesor: 44
Fecha y Hora: 2024-12-13 20:02:16 | ID Profesor: 15
Fecha y Hora: 2024-12-13 20:11:50 | ID Profesor: 53
Fecha y Hora: 2024-12-13 20:49:53 | ID Profesor: 15
Fecha y Hora: 2024-12-13 21:03:45 | ID Profesor: 44
Fecha y Hora: 2024-12-13 21:28:30 | ID Profesor: 52
Fecha y Hora: 2024-12-13 21:38:55 | ID Profesor: 15
Fecha y Hora: 2024-12-13 21:40:03 | ID Profesor: 44
Fecha y Hora: 2024-12-13 22:13:23 | ID Profesor: 44
Fecha y Hora: 2024-12-14 11:32:56 | ID Profesor: 46
Fecha y Hora: 2024-12-15 11:11:15 | ID Profesor: 46
Fecha y Hora: 2024-12-15 17:10:47 | ID Profesor: 12
Fecha y Hora: 2024-12-15 17:49:32 | ID Profesor: 12
Fecha y Hora: 2024-12-16 09:24:27 | ID Profesor: 46
Fecha y Hora: 2024-12-16 10:05:20 | ID Profesor: 26
Fecha y Hora: 2024-12-16 12:01:05 | ID Profesor: 26
Fecha y Hora: 2024-12-16 12:18:43 | ID Profesor: 26
Fecha y Hora: 2024-12-16 12:23:51 | ID Profesor: 26
Fecha y Hora: 2024-12-16 12:28:48 | ID Profesor: 45
Fecha y Hora: 2024-12-16 12:33:48 | ID Profesor: 26
Fecha y Hora: 2024-12-16 16:20:00 | ID Profesor: 26
Fecha y Hora: 2024-12-16 17:25:01 | ID Profesor: 49
Fecha y Hora: 2024-12-16 19:00:07 | ID Profesor: 72
Fecha y Hora: 2024-12-16 19:03:15 | ID Profesor: 45
Fecha y Hora: 2024-12-16 19:18:41 | ID Profesor: 44
Fecha y Hora: 2024-12-16 19:18:41 | ID Profesor: 44
Fecha y Hora: 2024-12-16 19:20:20 | ID Profesor: 15
Fecha y Hora: 2024-12-16 19:33:50 | ID Profesor: 49
Fecha y Hora: 2024-12-16 19:37:44 | ID Profesor: 59
Fecha y Hora: 2024-12-16 19:42:19 | ID Profesor: 32
Fecha y Hora: 2024-12-16 19:48:29 | ID Profesor: 12
Fecha y Hora: 2024-12-16 19:58:32 | ID Profesor: 14
Fecha y Hora: 2024-12-16 20:18:59 | ID Profesor: 59
Fecha y Hora: 2024-12-16 20:19:53 | ID Profesor: 59
Fecha y Hora: 2024-12-16 20:21:11 | ID Profesor: 49
Fecha y Hora: 2024-12-16 20:35:15 | ID Profesor: 44
Fecha y Hora: 2024-12-16 20:53:38 | ID Profesor: 51
Fecha y Hora: 2024-12-16 21:04:08 | ID Profesor: 44
Fecha y Hora: 2024-12-16 21:12:17 | ID Profesor: 12
Fecha y Hora: 2024-12-16 21:45:21 | ID Profesor: 12
Fecha y Hora: 2024-12-16 22:29:53 | ID Profesor: 59
Fecha y Hora: 2024-12-17 08:41:51 | ID Profesor: 46
Fecha y Hora: 2024-12-17 17:57:03 | ID Profesor: 45
Fecha y Hora: 2024-12-17 18:55:22 | ID Profesor: 46
Fecha y Hora: 2024-12-17 19:11:28 | ID Profesor: 44
Fecha y Hora: 2024-12-17 19:23:12 | ID Profesor: 15
Fecha y Hora: 2024-12-17 19:29:28 | ID Profesor: 45
Fecha y Hora: 2024-12-17 19:30:27 | ID Profesor: 49
Fecha y Hora: 2024-12-17 19:32:02 | ID Profesor: 52
Fecha y Hora: 2024-12-17 19:32:02 | ID Profesor: 52
Fecha y Hora: 2024-12-17 19:36:43 | ID Profesor: 51
Fecha y Hora: 2024-12-17 19:41:28 | ID Profesor: 59
Fecha y Hora: 2024-12-17 19:49:00 | ID Profesor: 44
Fecha y Hora: 2024-12-17 19:55:30 | ID Profesor: 53
Fecha y Hora: 2024-12-17 20:00:06 | ID Profesor: 12
Fecha y Hora: 2024-12-17 20:16:57 | ID Profesor: 52
Fecha y Hora: 2024-12-17 20:17:13 | ID Profesor: 15
Fecha y Hora: 2024-12-17 20:22:33 | ID Profesor: 12
Fecha y Hora: 2024-12-17 20:52:07 | ID Profesor: 55
Fecha y Hora: 2024-12-17 20:57:32 | ID Profesor: 49
Fecha y Hora: 2024-12-17 20:57:45 | ID Profesor: 12
Fecha y Hora: 2024-12-17 20:57:57 | ID Profesor: 46
Fecha y Hora: 2024-12-17 21:04:15 | ID Profesor: 44
Fecha y Hora: 2024-12-17 21:07:19 | ID Profesor: 35
Fecha y Hora: 2024-12-17 21:14:56 | ID Profesor: 15
Fecha y Hora: 2024-12-17 21:19:13 | ID Profesor: 55
Fecha y Hora: 2024-12-17 21:21:50 | ID Profesor: 53
